Time
8.526345
16.251272
16.208733
12.685892
11.111891
8.514954
11.063361
15.882103
9.424787
13.150701
12.552545
8.216425
10.739441
15.195298
16.795964
20.333062
17.277649
16.913632
15.873399
13.894604
11.100632
15.407692
17.808085
12.222356
9.286402
7.83447
9.042197
10.123185
14.767298
7.62939
13.175866
13.082967
10.229321
13.948862
14.490702
10.12785
16.138371
9.180737
9.352864
8.664044
17.420168
9.525909
7.743359
15.772512
14.556183
16.188498
10.635291
9.311898
12.707796
5.896629
9.775412
16.741578
9.387562
16.220888
8.984164
14.038478
16.55608
8.651049
15.075642
11.903149
13.816662
9.666067
12.367274
15.072671
11.202674
13.560947
14.050906
12.608337
17.816538
12.22207
15.993835
12.175853
16.718634
6.25682
9.541148
11.952554
20.367489
11.477159
19.373078
11.238766
22.693361
16.656854
12.073481
8.901201
8.136056
12.190366
15.02355
17.70119
10.726817
17.421676
13.222589
11.495105
8.903647
13.150982
14.164603
10.169603
14.565812
11.104472
8.116536
12.023167
12.30244
10.325641
9.73447
15.38946
11.637354
16.540058
8.592668
12.023919
16.54927
14.799801
16.567401
16.697518
11.564801
17.258463
7.207024
10.216704
17.350757
9.154646
12.357442
10.394928
12.614821
10.684388
11.437878
13.556202
12.923768
10.339467
18.064364
11.20394
15.957218
13.537465
12.639249
7.802233
7.409995
7.483421
8.902464
9.609471
8.241486
9.139166
8.723606
9.693364
8.593726
9.541718
10.003812
8.017631
9.257036
7.819597
7.68421
8.012308
6.853269
7.466555
10.476692
7.711935
8.59834
9.235504
9.50463
10.660517
8.269438
8.854396
7.384335
9.376143
9.004857
10.358894
8.648904
9.675955
8.784598
8.391751
8.026937
7.245014
9.470558
9.571075
8.676381
9.465436
9.546361
6.864505
9.25819
8.185249
8.469334
9.526015
9.120113
8.543586
8.993698
7.144297
10.615309
10.325733
7.387194
8.306072
8.681161
8.351296
7.456678
8.591701
10.099117
10.124429
7.935462
9.629344
8.804269
8.39088
8.476372
7.662014
10.30049
7.953381
9.146565
7.733479
10.236826
10.169812
7.460499
9.960267
8.248704
9.937186
8.598999
7.790827
8.775584
9.899728
9.086183
9.408445
7.964294
6.98247
7.674617
10.115358
7.729246
9.393759
8.656739
8.93926
8.53394
7.699801
7.11575
6.992748
6.725122
9.095419
8.346226
7.459684
9.418994
8.05033
10.8332
7.683565
8.477276
6.98928
5.715924
7.9216
8.088575
8.049771
6.352383
9.611188
8.938467
8.033298
10.147052
7.311889
9.378837
8.537735
12.799553
9.441541
8.733103
7.408777
7.064202
10.981312
9.839675
9.467995
9.14578
9.505688
9.196617
7.766303
8.10486
9.009149
8.375281
8.139544
9.813045
7.586785
9.289652
8.234097
8.767267
8.064781
8.968689
8.031864
8.573503
8.392035
9.443831
8.463931
9.469559
8.545828
8.044611
7.328647
12.382069
8.411434
7.353006
9.14407
8.264958
7.421523
9.898477
9.292249
9.394678
8.439755
7.092828
9.906416
8.207186
7.400854
9.014372
10.518983
9.875244
10.160559
7.613639
9.965451
7.581063
10.129673
6.608875
9.563681
8.481851
7.554894
9.272029
8.371858
9.265917
7.372588
9.630299
7.991402
6.758458
9.208833
8.796616
8.158373
9.727852
9.880726
8.204546
7.642383
5.053077
5.680658
9.671891
8.461727
8.120788
9.532619
8.420355
8.732408
7.62969
8.428157
7.445995
7.501264
6.701808
9.926495
9.482662
8.785092
8.976752
8.56144
8.335393
9.032769
8.655514
8.989753
8.933295
8.85577
7.962616
8.548506
7.65182
7.08604
8.226406
7.66979
8.461591
8.813005
7.871901
7.220281
10.32451
9.029662
9.189783
6.868558
9.340393
8.344
9.121968
7.756719
9.214332
8.015347
8.965662
15.173969
7.059504
9.284895
9.930433
9.162644
7.681972
7.799634
7.459389
9.486025
8.255417
7.823964
7.62822
8.372516
6.772678
3.268323
8.112276
9.047872
9.356628
7.645816
8.58754
8.786864
7.331194
7.825048
9.196403
8.868092
9.440325
9.173901
8.292967
7.514854
8.472931
9.11759
9.591877
8.747027
9.382613
8.798023
8.738958
7.635883
8.46186
9.642786
7.766634
8.78016
10.664114
9.84683
7.858784
6.385703
8.058812
7.65377
7.625308
8.15651
7.722804
9.647992
8.583323
8.711222
6.906994
9.279899
7.462616
8.841707
10.141019
9.482219
6.807865
7.129846
8.398763
8.019545
7.756082
7.809774
8.708597
7.711519
8.10005
9.604264
8.58015
9.266366
8.159656
7.340802
8.700934
8.168135
8.689695
9.891421
9.028321
10.063809
9.343377
6.906555
8.62903
7.984295
7.828901
9.249021
6.783633
10.036911
6.990434
9.748524
7.559909
8.493165
7.953606
9.081199
8.591365
7.521175
10.012487
7.939773
8.059365
8.93744
8.001766
7.596568
9.610511
5.824795
9.727094
9.686002
9.452651
9.485915
9.036398
9.58458
9.64799
8.392897
9.763148
8.616812
9.394873
7.58842
6.961792
9.478126
9.715684
